event,player,selectionLabel,odds_decimal,status_selection,marketLabel,deadline
AS Roma vs Sassuolo,Alessandro Gianni,Over 0.5,1.6154,Open,Antal afslutninger på mål | Alessandro Gianni,
AS Roma vs Sassuolo,Alessandro Gianni,Over 1.5,4.25,Open,Antal afslutninger på mål | Alessandro Gianni,
AS Roma vs Sassuolo,Alieu Fadera,Over 0.5,2.75,Open,Antal afslutninger på mål | Alieu Fadera,
AS Roma vs Sassuolo,Alieu Fadera,Over 1.5,12.0,Open,Antal afslutninger på mål | Alieu Fadera,
AS Roma vs Sassuolo,Andrea Pinamonti,Over 0.5,1.7143,Open,Antal afslutninger på mål | Andrea Pinamonti,
AS Roma vs Sassuolo,Andrea Pinamonti,Over 1.5,4.75,Open,Antal afslutninger på mål | Andrea Pinamonti,
AS Roma vs Sassuolo,Angelino,Over 0.5,3.2,Open,Antal afslutninger på mål | Angelino,
AS Roma vs Sassuolo,Angelino,Over 1.5,17.0,Open,Antal afslutninger på mål | Angelino,
AS Roma vs Sassuolo,Armand Lauriente,Over 0.5,1.6471,Open,Antal afslutninger på mål | Armand Lauriente,
AS Roma vs Sassuolo,Armand Lauriente,Over 1.5,4.25,Open,Antal afslutninger på mål | Armand Lauriente,
AS Roma vs Sassuolo,Aster Vranckx,Over 0.5,3.8,Open,Antal afslutninger på mål | Aster Vranckx,
AS Roma vs Sassuolo,Buba Sangare,Over 0.5,3.4,Open,Antal afslutninger på mål | Buba Sangare,
AS Roma vs Sassuolo,Buba Sangare,Over 1.5,18.0,Open,Antal afslutninger på mål | Buba Sangare,
AS Roma vs Sassuolo,Cas Odenthal,Over 0.5,7.0,Open,Antal afslutninger på mål | Cas Odenthal,
AS Roma vs Sassuolo,Cristian Volpato,Over 0.5,2.6667,Open,Antal afslutninger på mål | Cristian Volpato,
AS Roma vs Sassuolo,Cristian Volpato,Over 1.5,11.0,Open,Antal afslutninger på mål | Cristian Volpato,
AS Roma vs Sassuolo,Daniele Ghilardi,Over 0.5,3.5,Open,Antal afslutninger på mål | Daniele Ghilardi,
AS Roma vs Sassuolo,Daniele Ghilardi,Over 1.5,19.0,Open,Antal afslutninger på mål | Daniele Ghilardi,
AS Roma vs Sassuolo,Devyne Fabian,Over 0.5,2.5,Open,Antal afslutninger på mål | Devyne Fabian,
AS Roma vs Sassuolo,Devyne Fabian,Over 1.5,10.0,Open,Antal afslutninger på mål | Devyne Fabian,
AS Roma vs Sassuolo,Edoardo Iannoni,Over 0.5,3.6667,Open,Antal afslutninger på mål | Edoardo Iannoni,
AS Roma vs Sassuolo,Edoardo Iannoni,Over 1.5,20.0,Open,Antal afslutninger på mål | Edoardo Iannoni,
AS Roma vs Sassuolo,Evan Ferguson,Over 0.5,1.1819,Open,Antal afslutninger på mål | Evan Ferguson,
AS Roma vs Sassuolo,Evan Ferguson,Over 1.5,2.0,Open,Antal afslutninger på mål | Evan Ferguson,
AS Roma vs Sassuolo,Evan Ferguson,Over 2.5,4.25,Open,Antal afslutninger på mål | Evan Ferguson,
AS Roma vs Sassuolo,Fali Cande,Over 0.5,6.0,Open,Antal afslutninger på mål | Fali Cande,
AS Roma vs Sassuolo,Gianluca Mancini,Over 0.5,3.3334,Open,Antal afslutninger på mål | Gianluca Mancini,
AS Roma vs Sassuolo,Gianluca Mancini,Over 1.5,17.0,Open,Antal afslutninger på mål | Gianluca Mancini,
AS Roma vs Sassuolo,Ismael Kone,Over 0.5,3.4,Open,Antal afslutninger på mål | Ismael Kone,
AS Roma vs Sassuolo,Ismael Kone,Over 1.5,18.0,Open,Antal afslutninger på mål | Ismael Kone,
AS Roma vs Sassuolo,Jacopo Mirra,Over 0.5,3.2,Open,Antal afslutninger på mål | Jacopo Mirra,
AS Roma vs Sassuolo,Jacopo Mirra,Over 1.5,16.0,Open,Antal afslutninger på mål | Jacopo Mirra,
AS Roma vs Sassuolo,Jan Ziolkowski,Over 0.5,4.0,Open,Antal afslutninger på mål | Jan Ziolkowski,
AS Roma vs Sassuolo,Jay Idzes,Over 0.5,6.0,Open,Antal afslutninger på mål | Jay Idzes,
AS Roma vs Sassuolo,Josh Doig,Over 0.5,3.6667,Open,Antal afslutninger på mål | Josh Doig,
AS Roma vs Sassuolo,Josh Doig,Over 1.5,20.0,Open,Antal afslutninger på mål | Josh Doig,
AS Roma vs Sassuolo,Konstantinos Tsimikas,Over 0.5,3.6,Open,Antal afslutninger på mål | Konstantinos Tsimikas,
AS Roma vs Sassuolo,Konstantinos Tsimikas,Over 1.5,20.0,Open,Antal afslutninger på mål | Konstantinos Tsimikas,
AS Roma vs Sassuolo,Kouadio Kone,Over 0.5,2.3,Open,Antal afslutninger på mål | Kouadio Kone,
AS Roma vs Sassuolo,Kouadio Kone,Over 1.5,8.5,Open,Antal afslutninger på mål | Kouadio Kone,
AS Roma vs Sassuolo,Laurs Skjellerup,Over 0.5,2.1429,Open,Antal afslutninger på mål | Laurs Skjellerup,
AS Roma vs Sassuolo,Laurs Skjellerup,Over 1.5,7.5,Open,Antal afslutninger på mål | Laurs Skjellerup,
AS Roma vs Sassuolo,Luca Barani,Over 0.5,6.0,Open,Antal afslutninger på mål | Luca Barani,
AS Roma vs Sassuolo,Luca Lipani,Over 0.5,3.6,Open,Antal afslutninger på mål | Luca Lipani,
AS Roma vs Sassuolo,Luca Lipani,Over 1.5,20.0,Open,Antal afslutninger på mål | Luca Lipani,
AS Roma vs Sassuolo,Luca Moro,Over 0.5,1.875,Open,Antal afslutninger på mål | Luca Moro,
AS Roma vs Sassuolo,Luca Moro,Over 1.5,5.5,Open,Antal afslutninger på mål | Luca Moro,
AS Roma vs Sassuolo,Mario Hermoso,Over 0.5,3.2,Open,Antal afslutninger på mål | Mario Hermoso,
AS Roma vs Sassuolo,Mario Hermoso,Over 1.5,17.0,Open,Antal afslutninger på mål | Mario Hermoso,
AS Roma vs Sassuolo,Matias Soule,Over 0.5,1.2858,Open,Antal afslutninger på mål | Matias Soule,
AS Roma vs Sassuolo,Matias Soule,Over 1.5,2.5,Open,Antal afslutninger på mål | Matias Soule,
AS Roma vs Sassuolo,Matias Soule,Over 2.5,6.0,Open,Antal afslutninger på mål | Matias Soule,
AS Roma vs Sassuolo,Muhammed S.,Over 0.5,1.3,Open,Antal afslutninger på mål | Muhammed S.,
AS Roma vs Sassuolo,Muhammed S.,Over 1.5,2.5455,Open,Antal afslutninger på mål | Muhammed S.,
AS Roma vs Sassuolo,Muhammed S.,Over 2.5,6.0,Open,Antal afslutninger på mål | Muhammed S.,
AS Roma vs Sassuolo,Nemanja Matic,Over 0.5,6.5,Open,Antal afslutninger på mål | Nemanja Matic,
AS Roma vs Sassuolo,Niccolo Pisilli,Over 0.5,1.9,Open,Antal afslutninger på mål | Niccolo Pisilli,
AS Roma vs Sassuolo,Niccolo Pisilli,Over 1.5,5.5,Open,Antal afslutninger på mål | Niccolo Pisilli,
AS Roma vs Sassuolo,Nicholas Pierini,Over 0.5,2.5,Open,Antal afslutninger på mål | Nicholas Pierini,
AS Roma vs Sassuolo,Nicholas Pierini,Over 1.5,10.0,Open,Antal afslutninger på mål | Nicholas Pierini,
AS Roma vs Sassuolo,Paulo Dybala,Over 0.5,1.2858,Open,Antal afslutninger på mål | Paulo Dybala,
AS Roma vs Sassuolo,Paulo Dybala,Over 1.5,2.5,Open,Antal afslutninger på mål | Paulo Dybala,
AS Roma vs Sassuolo,Paulo Dybala,Over 2.5,6.0,Open,Antal afslutninger på mål | Paulo Dybala,
AS Roma vs Sassuolo,Sebastian Walukiewicz,Over 0.5,8.0,Open,Antal afslutninger på mål | Sebastian Walukiewicz,
AS Roma vs Sassuolo,Stephan El,Over 0.5,1.5455,Open,Antal afslutninger på mål | Stephan El,
AS Roma vs Sassuolo,Stephan El,Over 1.5,3.8,Open,Antal afslutninger på mål | Stephan El,
AS Roma vs Sassuolo,Tarik Muharemovic,Over 0.5,6.0,Open,Antal afslutninger på mål | Tarik Muharemovic,
AS Roma vs Sassuolo,Tommaso Baldanzi,Over 0.5,1.5,Open,Antal afslutninger på mål | Tommaso Baldanzi,
AS Roma vs Sassuolo,Tommaso Baldanzi,Over 1.5,3.5,Open,Antal afslutninger på mål | Tommaso Baldanzi,
AS Roma vs Sassuolo,Walid Cheddira,Over 0.5,2.1,Open,Antal afslutninger på mål | Walid Cheddira,
AS Roma vs Sassuolo,Walid Cheddira,Over 1.5,7.0,Open,Antal afslutninger på mål | Walid Cheddira,
AS Roma vs Sassuolo,Zeki Celik,Over 0.5,3.6667,Open,Antal afslutninger på mål | Zeki Celik,
AS Roma vs Sassuolo,Zeki Celik,Over 1.5,20.0,Open,Antal afslutninger på mål | Zeki Celik,
AS Roma vs Sassuolo,Arijanet Muric,Over 2.5,1.2858,Open,Målmand Redninger | Arijanet Muric,
AS Roma vs Sassuolo,Arijanet Muric,Over 3.5,1.75,Open,Målmand Redninger | Arijanet Muric,
AS Roma vs Sassuolo,Arijanet Muric,Over 4.5,2.6,Open,Målmand Redninger | Arijanet Muric,
AS Roma vs Sassuolo,Mile Svilar,Over 1.5,1.2858,Open,Målmand Redninger | Mile Svilar,
AS Roma vs Sassuolo,Mile Svilar,Over 2.5,1.9,Open,Målmand Redninger | Mile Svilar,
AS Roma vs Sassuolo,Mile Svilar,Over 3.5,3.25,Open,Målmand Redninger | Mile Svilar,
AS Roma vs Sassuolo,Alessandro Gianni,Yes,2.8,Open,Spiller får kort | Alessandro Gianni,
AS Roma vs Sassuolo,Alieu Fadera,Yes,2.6667,Open,Spiller får kort | Alieu Fadera,
AS Roma vs Sassuolo,Andrea Pinamonti,Yes,3.6667,Open,Spiller får kort | Andrea Pinamonti,
AS Roma vs Sassuolo,Angelino,Yes,5.0,Open,Spiller får kort | Angelino,
AS Roma vs Sassuolo,Armand Lauriente,Yes,2.5455,Open,Spiller får kort | Armand Lauriente,
AS Roma vs Sassuolo,Aster Vranckx,Yes,2.5,Open,Spiller får kort | Aster Vranckx,
AS Roma vs Sassuolo,Buba Sangare,Yes,3.5,Open,Spiller får kort | Buba Sangare,
AS Roma vs Sassuolo,Cas Odenthal,Yes,3.6,Open,Spiller får kort | Cas Odenthal,
AS Roma vs Sassuolo,Cristian Volpato,Yes,3.2,Open,Spiller får kort | Cristian Volpato,
AS Roma vs Sassuolo,Daniele Ghilardi,Yes,4.75,Open,Spiller får kort | Daniele Ghilardi,
AS Roma vs Sassuolo,Devyne Fabian,Yes,4.25,Open,Spiller får kort | Devyne Fabian,
AS Roma vs Sassuolo,Edoardo Iannoni,Yes,2.6,Open,Spiller får kort | Edoardo Iannoni,
AS Roma vs Sassuolo,Evan Ferguson,Yes,6.0,Open,Spiller får kort | Evan Ferguson,
AS Roma vs Sassuolo,Fali Cande,Yes,2.3,Open,Spiller får kort | Fali Cande,
AS Roma vs Sassuolo,Gianluca Mancini,Yes,3.4,Open,Spiller får kort | Gianluca Mancini,
AS Roma vs Sassuolo,Ismael Kone,Yes,3.4,Open,Spiller får kort | Ismael Kone,
AS Roma vs Sassuolo,Jacopo Mirra,Yes,3.2,Open,Spiller får kort | Jacopo Mirra,
AS Roma vs Sassuolo,Jan Ziolkowski,Yes,2.75,Open,Spiller får kort | Jan Ziolkowski,
AS Roma vs Sassuolo,Jay Idzes,Yes,2.6,Open,Spiller får kort | Jay Idzes,
AS Roma vs Sassuolo,Josh Doig,Yes,2.8572,Open,Spiller får kort | Josh Doig,
AS Roma vs Sassuolo,Konstantinos Tsimikas,Yes,3.5,Open,Spiller får kort | Konstantinos Tsimikas,
AS Roma vs Sassuolo,Kouadio Kone,Yes,3.0,Open,Spiller får kort | Kouadio Kone,
AS Roma vs Sassuolo,Laurs Skjellerup,Yes,4.25,Open,Spiller får kort | Laurs Skjellerup,
AS Roma vs Sassuolo,Luca Barani,Yes,2.5455,Open,Spiller får kort | Luca Barani,
AS Roma vs Sassuolo,Luca Lipani,Yes,2.75,Open,Spiller får kort | Luca Lipani,
AS Roma vs Sassuolo,Luca Moro,Yes,3.5,Open,Spiller får kort | Luca Moro,
AS Roma vs Sassuolo,Mario Hermoso,Yes,3.0,Open,Spiller får kort | Mario Hermoso,
AS Roma vs Sassuolo,Matias Soule,Yes,5.0,Open,Spiller får kort | Matias Soule,
AS Roma vs Sassuolo,Muhammed S.,Yes,2.8,Open,Spiller får kort | Muhammed S.,
AS Roma vs Sassuolo,Nemanja Matic,Yes,2.6,Open,Spiller får kort | Nemanja Matic,
AS Roma vs Sassuolo,Niccolo Pisilli,Yes,3.0,Open,Spiller får kort | Niccolo Pisilli,
AS Roma vs Sassuolo,Nicholas Pierini,Yes,5.5,Open,Spiller får kort | Nicholas Pierini,
AS Roma vs Sassuolo,Paulo Dybala,Yes,5.0,Open,Spiller får kort | Paulo Dybala,
AS Roma vs Sassuolo,Sebastian Walukiewicz,Yes,2.8,Open,Spiller får kort | Sebastian Walukiewicz,
AS Roma vs Sassuolo,Stephan El,Yes,5.0,Open,Spiller får kort | Stephan El,
AS Roma vs Sassuolo,Tarik Muharemovic,Yes,2.8572,Open,Spiller får kort | Tarik Muharemovic,
AS Roma vs Sassuolo,Tommaso Baldanzi,Yes,4.25,Open,Spiller får kort | Tommaso Baldanzi,
AS Roma vs Sassuolo,Walid Cheddira,Yes,4.0,Open,Spiller får kort | Walid Cheddira,
AS Roma vs Sassuolo,Zeki Celik,Yes,4.0,Open,Spiller får kort | Zeki Celik,
AS Roma vs Sassuolo,Alessandro Gianni,Yes,5.0,Open,Spiller scorer | Alessandro Gianni,
AS Roma vs Sassuolo,Alieu Fadera,Yes,7.0,Open,Spiller scorer | Alieu Fadera,
AS Roma vs Sassuolo,Andrea Pinamonti,Yes,4.0,Open,Spiller scorer | Andrea Pinamonti,
AS Roma vs Sassuolo,Angelino,Yes,7.0,Open,Spiller scorer | Angelino,
AS Roma vs Sassuolo,Armand Lauriente,Yes,4.25,Open,Spiller scorer | Armand Lauriente,
AS Roma vs Sassuolo,Aster Vranckx,Yes,13.0,Open,Spiller scorer | Aster Vranckx,
AS Roma vs Sassuolo,Buba Sangare,Yes,7.5,Open,Spiller scorer | Buba Sangare,
AS Roma vs Sassuolo,Cas Odenthal,Yes,15.0,Open,Spiller scorer | Cas Odenthal,
AS Roma vs Sassuolo,Cristian Volpato,Yes,6.0,Open,Spiller scorer | Cristian Volpato,
AS Roma vs Sassuolo,Daniele Ghilardi,Yes,9.5,Open,Spiller scorer | Daniele Ghilardi,
AS Roma vs Sassuolo,Devyne Fabian,Yes,9.5,Open,Spiller scorer | Devyne Fabian,
AS Roma vs Sassuolo,Edoardo Iannoni,Yes,9.5,Open,Spiller scorer | Edoardo Iannoni,
AS Roma vs Sassuolo,Evan Ferguson,Yes,2.1,Open,Spiller scorer | Evan Ferguson,
AS Roma vs Sassuolo,Fali Cande,Yes,15.0,Open,Spiller scorer | Fali Cande,
AS Roma vs Sassuolo,Gianluca Mancini,Yes,7.5,Open,Spiller scorer | Gianluca Mancini,
AS Roma vs Sassuolo,Ismael Kone,Yes,9.5,Open,Spiller scorer | Ismael Kone,
AS Roma vs Sassuolo,Jacopo Mirra,Yes,13.0,Open,Spiller scorer | Jacopo Mirra,
AS Roma vs Sassuolo,Jan Ziolkowski,Yes,9.5,Open,Spiller scorer | Jan Ziolkowski,
AS Roma vs Sassuolo,Jay Idzes,Yes,15.0,Open,Spiller scorer | Jay Idzes,
AS Roma vs Sassuolo,Josh Doig,Yes,15.0,Open,Spiller scorer | Josh Doig,
AS Roma vs Sassuolo,Konstantinos Tsimikas,Yes,12.0,Open,Spiller scorer | Konstantinos Tsimikas,
AS Roma vs Sassuolo,Kouadio Kone,Yes,5.5,Open,Spiller scorer | Kouadio Kone,
AS Roma vs Sassuolo,Laurs Skjellerup,Yes,5.0,Open,Spiller scorer | Laurs Skjellerup,
AS Roma vs Sassuolo,Luca Barani,Yes,13.0,Open,Spiller scorer | Luca Barani,
AS Roma vs Sassuolo,Luca Lipani,Yes,9.5,Open,Spiller scorer | Luca Lipani,
AS Roma vs Sassuolo,Luca Moro,Yes,4.25,Open,Spiller scorer | Luca Moro,
AS Roma vs Sassuolo,Mario Hermoso,Yes,9.5,Open,Spiller scorer | Mario Hermoso,
AS Roma vs Sassuolo,Matias Soule,Yes,2.3637,Open,Spiller scorer | Matias Soule,
AS Roma vs Sassuolo,Muhammed S.,Yes,2.6,Open,Spiller scorer | Muhammed S.,
AS Roma vs Sassuolo,Nemanja Matic,Yes,5.0,Open,Spiller scorer | Nemanja Matic,
AS Roma vs Sassuolo,Niccolo Pisilli,Yes,3.6667,Open,Spiller scorer | Niccolo Pisilli,
AS Roma vs Sassuolo,Nicholas Pierini,Yes,4.5,Open,Spiller scorer | Nicholas Pierini,
AS Roma vs Sassuolo,Paulo Dybala,Yes,2.3,Open,Spiller scorer | Paulo Dybala,
AS Roma vs Sassuolo,Sebastian Walukiewicz,Yes,15.0,Open,Spiller scorer | Sebastian Walukiewicz,
AS Roma vs Sassuolo,Stephan El,Yes,3.4,Open,Spiller scorer | Stephan El,
AS Roma vs Sassuolo,Tarik Muharemovic,Yes,15.0,Open,Spiller scorer | Tarik Muharemovic,
AS Roma vs Sassuolo,Tommaso Baldanzi,Yes,3.2,Open,Spiller scorer | Tommaso Baldanzi,
AS Roma vs Sassuolo,Walid Cheddira,Yes,4.0,Open,Spiller scorer | Walid Cheddira,
AS Roma vs Sassuolo,Zeki Celik,Yes,8.0,Open,Spiller scorer | Zeki Celik,
AS Roma vs Sassuolo,Alessandro Gianni,Over 0.5,2.8572,Open,Spillers samlede antal assister | Alessandro Gianni,
AS Roma vs Sassuolo,Alieu Fadera,Over 0.5,5.0,Open,Spillers samlede antal assister | Alieu Fadera,
AS Roma vs Sassuolo,Andrea Pinamonti,Over 0.5,3.5,Open,Spillers samlede antal assister | Andrea Pinamonti,
AS Roma vs Sassuolo,Angelino,Over 0.5,4.5,Open,Spillers samlede antal assister | Angelino,
AS Roma vs Sassuolo,Armand Lauriente,Over 0.5,3.3334,Open,Spillers samlede antal assister | Armand Lauriente,
AS Roma vs Sassuolo,Aster Vranckx,Over 0.5,9.0,Open,Spillers samlede antal assister | Aster Vranckx,
AS Roma vs Sassuolo,Buba Sangare,Over 0.5,5.5,Open,Spillers samlede antal assister | Buba Sangare,
AS Roma vs Sassuolo,Cas Odenthal,Over 0.5,10.0,Open,Spillers samlede antal assister | Cas Odenthal,
AS Roma vs Sassuolo,Cristian Volpato,Over 0.5,4.0,Open,Spillers samlede antal assister | Cristian Volpato,
AS Roma vs Sassuolo,Daniele Ghilardi,Over 0.5,7.0,Open,Spillers samlede antal assister | Daniele Ghilardi,
AS Roma vs Sassuolo,Devyne Fabian,Over 0.5,5.5,Open,Spillers samlede antal assister | Devyne Fabian,
AS Roma vs Sassuolo,Edoardo Iannoni,Over 0.5,7.0,Open,Spillers samlede antal assister | Edoardo Iannoni,
AS Roma vs Sassuolo,Evan Ferguson,Over 0.5,2.05,Open,Spillers samlede antal assister | Evan Ferguson,
AS Roma vs Sassuolo,Fali Cande,Over 0.5,10.0,Open,Spillers samlede antal assister | Fali Cande,
AS Roma vs Sassuolo,Gianluca Mancini,Over 0.5,6.5,Open,Spillers samlede antal assister | Gianluca Mancini,
AS Roma vs Sassuolo,Ismael Kone,Over 0.5,6.5,Open,Spillers samlede antal assister | Ismael Kone,
AS Roma vs Sassuolo,Jacopo Mirra,Over 0.5,5.5,Open,Spillers samlede antal assister | Jacopo Mirra,
AS Roma vs Sassuolo,Jan Ziolkowski,Over 0.5,6.5,Open,Spillers samlede antal assister | Jan Ziolkowski,
AS Roma vs Sassuolo,Jay Idzes,Over 0.5,10.0,Open,Spillers samlede antal assister | Jay Idzes,
AS Roma vs Sassuolo,Josh Doig,Over 0.5,9.0,Open,Spillers samlede antal assister | Josh Doig,
AS Roma vs Sassuolo,Konstantinos Tsimikas,Over 0.5,4.5,Open,Spillers samlede antal assister | Konstantinos Tsimikas,
AS Roma vs Sassuolo,Kouadio Kone,Over 0.5,4.0,Open,Spillers samlede antal assister | Kouadio Kone,
AS Roma vs Sassuolo,Laurs Skjellerup,Over 0.5,4.75,Open,Spillers samlede antal assister | Laurs Skjellerup,
AS Roma vs Sassuolo,Luca Barani,Over 0.5,8.5,Open,Spillers samlede antal assister | Luca Barani,
AS Roma vs Sassuolo,Luca Lipani,Over 0.5,6.0,Open,Spillers samlede antal assister | Luca Lipani,
AS Roma vs Sassuolo,Luca Moro,Over 0.5,4.0,Open,Spillers samlede antal assister | Luca Moro,
AS Roma vs Sassuolo,Mario Hermoso,Over 0.5,7.0,Open,Spillers samlede antal assister | Mario Hermoso,
AS Roma vs Sassuolo,Matias Soule,Over 0.5,1.85,Open,Spillers samlede antal assister | Matias Soule,
AS Roma vs Sassuolo,Muhammed S.,Over 0.5,2.05,Open,Spillers samlede antal assister | Muhammed S.,
AS Roma vs Sassuolo,Nemanja Matic,Over 0.5,5.0,Open,Spillers samlede antal assister | Nemanja Matic,
AS Roma vs Sassuolo,Niccolo Pisilli,Over 0.5,3.1,Open,Spillers samlede antal assister | Niccolo Pisilli,
AS Roma vs Sassuolo,Nicholas Pierini,Over 0.5,4.0,Open,Spillers samlede antal assister | Nicholas Pierini,
AS Roma vs Sassuolo,Paulo Dybala,Over 0.5,1.9,Open,Spillers samlede antal assister | Paulo Dybala,
AS Roma vs Sassuolo,Sebastian Walukiewicz,Over 0.5,10.0,Open,Spillers samlede antal assister | Sebastian Walukiewicz,
AS Roma vs Sassuolo,Stephan El,Over 0.5,2.6667,Open,Spillers samlede antal assister | Stephan El,
AS Roma vs Sassuolo,Tarik Muharemovic,Over 0.5,10.0,Open,Spillers samlede antal assister | Tarik Muharemovic,
AS Roma vs Sassuolo,Tommaso Baldanzi,Over 0.5,2.8572,Open,Spillers samlede antal assister | Tommaso Baldanzi,
AS Roma vs Sassuolo,Walid Cheddira,Over 0.5,4.0,Open,Spillers samlede antal assister | Walid Cheddira,
AS Roma vs Sassuolo,Zeki Celik,Over 0.5,4.25,Open,Spillers samlede antal assister | Zeki Celik,
AS Roma vs Sassuolo,Alessandro Gianni,Over 0.5,1.05,Closed,Spillers samlede antal skud | Alessandro Gianni,
AS Roma vs Sassuolo,Alessandro Gianni,Over 1.5,1.4546,Open,Spillers samlede antal skud | Alessandro Gianni,
AS Roma vs Sassuolo,Alessandro Gianni,Over 2.5,2.4,Open,Spillers samlede antal skud | Alessandro Gianni,
AS Roma vs Sassuolo,Alieu Fadera,Over 0.5,1.2728,Open,Spillers samlede antal skud | Alieu Fadera,
AS Roma vs Sassuolo,Alieu Fadera,Over 1.5,2.3,Open,Spillers samlede antal skud | Alieu Fadera,
AS Roma vs Sassuolo,Alieu Fadera,Over 2.5,5.0,Open,Spillers samlede antal skud | Alieu Fadera,
AS Roma vs Sassuolo,Andrea Pinamonti,Over 0.5,1.06,Closed,Spillers samlede antal skud | Andrea Pinamonti,
AS Roma vs Sassuolo,Andrea Pinamonti,Over 1.5,1.5,Open,Spillers samlede antal skud | Andrea Pinamonti,
AS Roma vs Sassuolo,Andrea Pinamonti,Over 2.5,2.5,Open,Spillers samlede antal skud | Andrea Pinamonti,
AS Roma vs Sassuolo,Angelino,Over 0.5,1.6154,Open,Spillers samlede antal skud | Angelino,
AS Roma vs Sassuolo,Angelino,Over 1.5,4.0,Open,Spillers samlede antal skud | Angelino,
AS Roma vs Sassuolo,Armand Lauriente,Over 1.5,1.32,Open,Spillers samlede antal skud | Armand Lauriente,
AS Roma vs Sassuolo,Armand Lauriente,Over 2.5,2.0,Open,Spillers samlede antal skud | Armand Lauriente,
AS Roma vs Sassuolo,Armand Lauriente,Over 3.5,3.5,Open,Spillers samlede antal skud | Armand Lauriente,
AS Roma vs Sassuolo,Aster Vranckx,Over 0.5,1.875,Open,Spillers samlede antal skud | Aster Vranckx,
AS Roma vs Sassuolo,Aster Vranckx,Over 1.5,5.0,Open,Spillers samlede antal skud | Aster Vranckx,
AS Roma vs Sassuolo,Buba Sangare,Over 0.5,1.6154,Open,Spillers samlede antal skud | Buba Sangare,
AS Roma vs Sassuolo,Buba Sangare,Over 1.5,4.0,Open,Spillers samlede antal skud | Buba Sangare,
AS Roma vs Sassuolo,Cas Odenthal,Over 0.5,2.8572,Open,Spillers samlede antal skud | Cas Odenthal,
AS Roma vs Sassuolo,Cas Odenthal,Over 1.5,11.0,Open,Spillers samlede antal skud | Cas Odenthal,
AS Roma vs Sassuolo,Cristian Volpato,Over 0.5,1.3,Open,Spillers samlede antal skud | Cristian Volpato,
AS Roma vs Sassuolo,Cristian Volpato,Over 1.5,2.5,Open,Spillers samlede antal skud | Cristian Volpato,
AS Roma vs Sassuolo,Cristian Volpato,Over 2.5,5.5,Open,Spillers samlede antal skud | Cristian Volpato,
AS Roma vs Sassuolo,Daniele Ghilardi,Over 0.5,1.6,Open,Spillers samlede antal skud | Daniele Ghilardi,
AS Roma vs Sassuolo,Daniele Ghilardi,Over 1.5,3.8,Open,Spillers samlede antal skud | Daniele Ghilardi,
AS Roma vs Sassuolo,Devyne Fabian,Over 0.5,1.2858,Open,Spillers samlede antal skud | Devyne Fabian,
AS Roma vs Sassuolo,Devyne Fabian,Over 1.5,2.4,Open,Spillers samlede antal skud | Devyne Fabian,
AS Roma vs Sassuolo,Devyne Fabian,Over 2.5,5.0,Open,Spillers samlede antal skud | Devyne Fabian,
AS Roma vs Sassuolo,Edoardo Iannoni,Over 0.5,1.6154,Open,Spillers samlede antal skud | Edoardo Iannoni,
AS Roma vs Sassuolo,Edoardo Iannoni,Over 1.5,4.0,Open,Spillers samlede antal skud | Edoardo Iannoni,
AS Roma vs Sassuolo,Evan Ferguson,Over 2.5,1.25,Open,Spillers samlede antal skud | Evan Ferguson,
AS Roma vs Sassuolo,Evan Ferguson,Over 3.5,1.68,Open,Spillers samlede antal skud | Evan Ferguson,
AS Roma vs Sassuolo,Evan Ferguson,Over 4.5,2.4546,Open,Spillers samlede antal skud | Evan Ferguson,
AS Roma vs Sassuolo,Fali Cande,Over 0.5,2.5,Open,Spillers samlede antal skud | Fali Cande,
AS Roma vs Sassuolo,Fali Cande,Over 1.5,8.5,Open,Spillers samlede antal skud | Fali Cande,
AS Roma vs Sassuolo,Gianluca Mancini,Over 0.5,1.6,Open,Spillers samlede antal skud | Gianluca Mancini,
AS Roma vs Sassuolo,Gianluca Mancini,Over 1.5,3.8,Open,Spillers samlede antal skud | Gianluca Mancini,
AS Roma vs Sassuolo,Ismael Kone,Over 0.5,1.5834,Open,Spillers samlede antal skud | Ismael Kone,
AS Roma vs Sassuolo,Ismael Kone,Over 1.5,3.6667,Open,Spillers samlede antal skud | Ismael Kone,
AS Roma vs Sassuolo,Jacopo Mirra,Over 0.5,1.3847,Open,Spillers samlede antal skud | Jacopo Mirra,
AS Roma vs Sassuolo,Jacopo Mirra,Over 1.5,2.8,Open,Spillers samlede antal skud | Jacopo Mirra,
AS Roma vs Sassuolo,Jan Ziolkowski,Over 0.5,1.875,Open,Spillers samlede antal skud | Jan Ziolkowski,
AS Roma vs Sassuolo,Jan Ziolkowski,Over 1.5,5.0,Open,Spillers samlede antal skud | Jan Ziolkowski,
AS Roma vs Sassuolo,Jay Idzes,Over 0.5,2.7143,Open,Spillers samlede antal skud | Jay Idzes,
AS Roma vs Sassuolo,Jay Idzes,Over 1.5,10.0,Open,Spillers samlede antal skud | Jay Idzes,
AS Roma vs Sassuolo,Josh Doig,Over 0.5,1.52,Open,Spillers samlede antal skud | Josh Doig,
AS Roma vs Sassuolo,Josh Doig,Over 1.5,3.5,Open,Spillers samlede antal skud | Josh Doig,
AS Roma vs Sassuolo,Konstantinos Tsimikas,Over 0.5,1.6,Open,Spillers samlede antal skud | Konstantinos Tsimikas,
