event,player,selectionLabel,odds_decimal,status_selection,marketLabel,deadline
Levante vs Espanyol,Kervin Fabian,Over 1.5,14.0,Open,Antal afslutninger på mål | Kervin Fabian,
Levante vs Espanyol,Kike,Over 0.5,1.35,Open,Antal afslutninger på mål | Kike,
Levante vs Espanyol,Kike,Over 1.5,2.8,Open,Antal afslutninger på mål | Kike,
Levante vs Espanyol,Kike,Over 2.5,7.0,Open,Antal afslutninger på mål | Kike,
Levante vs Espanyol,Leandro Cabrera,Over 0.5,3.2,Open,Antal afslutninger på mål | Leandro Cabrera,
Levante vs Espanyol,Leandro Cabrera,Over 1.5,16.0,Open,Antal afslutninger på mål | Leandro Cabrera,
Levante vs Espanyol,Luca Koleosho,Over 0.5,1.75,Open,Antal afslutninger på mål | Luca Koleosho,
Levante vs Espanyol,Luca Koleosho,Over 1.5,4.75,Open,Antal afslutninger på mål | Luca Koleosho,
Levante vs Espanyol,Manuel Sanchez,Over 0.5,4.0,Open,Antal afslutninger på mål | Manuel Sanchez,
Levante vs Espanyol,Martin Krug,Over 0.5,5.5,Open,Antal afslutninger på mål | Martin Krug,
Levante vs Espanyol,Matias Moreno,Over 0.5,6.0,Open,Antal afslutninger på mål | Matias Moreno,
Levante vs Espanyol,Miguel Angel,Over 0.5,3.4,Open,Antal afslutninger på mål | Miguel Angel,
Levante vs Espanyol,Miguel Angel,Over 1.5,18.0,Open,Antal afslutninger på mål | Miguel Angel,
Levante vs Espanyol,Nacho Perez,Over 0.5,3.6667,Open,Antal afslutninger på mål | Nacho Perez,
Levante vs Espanyol,Nacho Perez,Over 1.5,20.0,Open,Antal afslutninger på mål | Nacho Perez,
Levante vs Espanyol,Omar El,Over 0.5,6.0,Open,Antal afslutninger på mål | Omar El,
Levante vs Espanyol,Oriol Rey,Over 0.5,3.5,Open,Antal afslutninger på mål | Oriol Rey,
Levante vs Espanyol,Oriol Rey,Over 1.5,19.0,Open,Antal afslutninger på mål | Oriol Rey,
Levante vs Espanyol,Pablo Martinez,Over 0.5,1.7143,Open,Antal afslutninger på mål | Pablo Martinez,
Levante vs Espanyol,Pablo Martinez,Over 1.5,4.75,Open,Antal afslutninger på mål | Pablo Martinez,
Levante vs Espanyol,Pablo Rosón,Over 0.5,1.6471,Open,Antal afslutninger på mål | Pablo Rosón,
Levante vs Espanyol,Pablo Rosón,Over 1.5,4.25,Open,Antal afslutninger på mål | Pablo Rosón,
Levante vs Espanyol,Pere Milla,Over 0.5,1.3847,Open,Antal afslutninger på mål | Pere Milla,
Levante vs Espanyol,Pere Milla,Over 1.5,3.0,Open,Antal afslutninger på mål | Pere Milla,
Levante vs Espanyol,Ramon Terrats,Over 0.5,2.4,Open,Antal afslutninger på mål | Ramon Terrats,
Levante vs Espanyol,Ramon Terrats,Over 1.5,9.0,Open,Antal afslutninger på mål | Ramon Terrats,
Levante vs Espanyol,Roberto Fernandez,Over 0.5,1.4546,Open,Antal afslutninger på mål | Roberto Fernandez,
Levante vs Espanyol,Roberto Fernandez,Over 1.5,3.3334,Open,Antal afslutninger på mål | Roberto Fernandez,
Levante vs Espanyol,Ruben Sanchez,Over 0.5,6.0,Open,Antal afslutninger på mål | Ruben Sanchez,
Levante vs Espanyol,Tyrhys Dolan,Over 0.5,1.6154,Open,Antal afslutninger på mål | Tyrhys Dolan,
Levante vs Espanyol,Tyrhys Dolan,Over 1.5,4.0,Open,Antal afslutninger på mål | Tyrhys Dolan,
Levante vs Espanyol,Unai Vencedor,Over 0.5,3.6667,Open,Antal afslutninger på mål | Unai Vencedor,
Levante vs Espanyol,Unai Vencedor,Over 1.5,20.0,Open,Antal afslutninger på mål | Unai Vencedor,
Levante vs Espanyol,Urko González,Over 0.5,4.0,Open,Antal afslutninger på mål | Urko González,
Levante vs Espanyol,Adrian de,Yes,2.8,Open,Spiller får kort | Adrian de,
Levante vs Espanyol,Alan Matturro,Yes,3.4,Open,Spiller får kort | Alan Matturro,
Levante vs Espanyol,Antoniu Roca,Yes,3.6,Open,Spiller får kort | Antoniu Roca,
Levante vs Espanyol,Brugui,Yes,4.0,Open,Spiller får kort | Brugui,
Levante vs Espanyol,Carlos Alvarez,Yes,4.0,Open,Spiller får kort | Carlos Alvarez,
Levante vs Espanyol,Carlos Espi,Yes,4.0,Open,Spiller får kort | Carlos Espi,
Levante vs Espanyol,Carlos Romero,Yes,3.0,Open,Spiller får kort | Carlos Romero,
Levante vs Espanyol,Charles Pickel,Yes,2.5455,Open,Spiller får kort | Charles Pickel,
Levante vs Espanyol,Clemens Riedel,Yes,3.0,Open,Spiller får kort | Clemens Riedel,
Levante vs Espanyol,Daniel Cervera,Yes,4.0,Open,Spiller får kort | Daniel Cervera,
Levante vs Espanyol,Diego Pampin,Yes,3.4,Open,Spiller får kort | Diego Pampin,
Levante vs Espanyol,Edu Exposito,Yes,2.7143,Open,Spiller får kort | Edu Exposito,
Levante vs Espanyol,Fernando Calero,Yes,2.6,Open,Spiller får kort | Fernando Calero,
Levante vs Espanyol,Huseini Alhassan,Yes,2.8572,Open,Spiller får kort | Huseini Alhassan,
Levante vs Espanyol,Iker Losada,Yes,5.0,Open,Spiller får kort | Iker Losada,
Levante vs Espanyol,Ivan Romero,Yes,3.4,Open,Spiller får kort | Ivan Romero,
Levante vs Espanyol,Javi Puado,Yes,4.25,Open,Spiller får kort | Javi Puado,
Levante vs Espanyol,Javier Hernandez,Yes,3.6667,Open,Spiller får kort | Javier Hernandez,
Levante vs Espanyol,Jeremy Toljan,Yes,4.75,Open,Spiller får kort | Jeremy Toljan,
Levante vs Espanyol,Jofre Carreras,Yes,3.4,Open,Spiller får kort | Jofre Carreras,
Levante vs Espanyol,Jon Ander,Yes,3.1,Open,Spiller får kort | Jon Ander,
Levante vs Espanyol,Jose Angel,Yes,2.75,Open,Spiller får kort | Jose Angel,
Levante vs Espanyol,Jose Morales,Yes,4.0,Open,Spiller får kort | Jose Morales,
Levante vs Espanyol,Jose Salinas,Yes,2.2,Open,Spiller får kort | Jose Salinas,
Levante vs Espanyol,Kareem Tunde,Yes,3.6667,Open,Spiller får kort | Kareem Tunde,
Levante vs Espanyol,Kervin Fabian,Yes,2.6,Open,Spiller får kort | Kervin Fabian,
Levante vs Espanyol,Kike,Yes,3.5,Open,Spiller får kort | Kike,
Levante vs Espanyol,Leandro Cabrera,Yes,3.6,Open,Spiller får kort | Leandro Cabrera,
Levante vs Espanyol,Luca Koleosho,Yes,4.25,Open,Spiller får kort | Luca Koleosho,
Levante vs Espanyol,Manuel Sanchez,Yes,3.2,Open,Spiller får kort | Manuel Sanchez,
Levante vs Espanyol,Martin Krug,Yes,2.8572,Open,Spiller får kort | Martin Krug,
Levante vs Espanyol,Matias Moreno,Yes,2.5455,Open,Spiller får kort | Matias Moreno,
Levante vs Espanyol,Miguel Angel,Yes,2.7143,Open,Spiller får kort | Miguel Angel,
Levante vs Espanyol,Nacho Perez,Yes,3.5,Open,Spiller får kort | Nacho Perez,
Levante vs Espanyol,Omar El,Yes,2.5455,Open,Spiller får kort | Omar El,
Levante vs Espanyol,Oriol Rey,Yes,4.25,Open,Spiller får kort | Oriol Rey,
Levante vs Espanyol,Pablo Martinez,Yes,2.8,Open,Spiller får kort | Pablo Martinez,
Levante vs Espanyol,Pablo Rosón,Yes,2.5,Open,Spiller får kort | Pablo Rosón,
Levante vs Espanyol,Pere Milla,Yes,4.0,Open,Spiller får kort | Pere Milla,
Levante vs Espanyol,Ramon Terrats,Yes,2.75,Open,Spiller får kort | Ramon Terrats,
Levante vs Espanyol,Roberto Fernandez,Yes,2.8,Open,Spiller får kort | Roberto Fernandez,
Levante vs Espanyol,Ruben Sanchez,Yes,4.0,Open,Spiller får kort | Ruben Sanchez,
Levante vs Espanyol,Tyrhys Dolan,Yes,3.0,Open,Spiller får kort | Tyrhys Dolan,
Levante vs Espanyol,Unai Vencedor,Yes,3.2,Open,Spiller får kort | Unai Vencedor,
Levante vs Espanyol,Urko González,Yes,2.6,Open,Spiller får kort | Urko González,
Levante vs Espanyol,Adrian de,Yes,9.5,Open,Spiller scorer | Adrian de,
Levante vs Espanyol,Alan Matturro,Yes,13.0,Open,Spiller scorer | Alan Matturro,
Levante vs Espanyol,Antoniu Roca,Yes,5.5,Open,Spiller scorer | Antoniu Roca,
Levante vs Espanyol,Brugui,Yes,3.6667,Open,Spiller scorer | Brugui,
Levante vs Espanyol,Carlos Alvarez,Yes,4.5,Open,Spiller scorer | Carlos Alvarez,
Levante vs Espanyol,Carlos Espi,Yes,3.5,Open,Spiller scorer | Carlos Espi,
Levante vs Espanyol,Carlos Romero,Yes,6.0,Open,Spiller scorer | Carlos Romero,
Levante vs Espanyol,Charles Pickel,Yes,7.0,Open,Spiller scorer | Charles Pickel,
Levante vs Espanyol,Clemens Riedel,Yes,15.0,Open,Spiller scorer | Clemens Riedel,
Levante vs Espanyol,Daniel Cervera,Yes,3.6667,Open,Spiller scorer | Daniel Cervera,
Levante vs Espanyol,Diego Pampin,Yes,13.0,Open,Spiller scorer | Diego Pampin,
Levante vs Espanyol,Edu Exposito,Yes,8.0,Open,Spiller scorer | Edu Exposito,
Levante vs Espanyol,Fernando Calero,Yes,12.0,Open,Spiller scorer | Fernando Calero,
Levante vs Espanyol,Huseini Alhassan,Yes,13.0,Open,Spiller scorer | Huseini Alhassan,
Levante vs Espanyol,Iker Losada,Yes,4.25,Open,Spiller scorer | Iker Losada,
Levante vs Espanyol,Ivan Romero,Yes,2.9,Open,Spiller scorer | Ivan Romero,
Levante vs Espanyol,Javi Puado,Yes,3.0,Open,Spiller scorer | Javi Puado,
Levante vs Espanyol,Javier Hernandez,Yes,5.5,Open,Spiller scorer | Javier Hernandez,
Levante vs Espanyol,Jeremy Toljan,Yes,15.0,Open,Spiller scorer | Jeremy Toljan,
Levante vs Espanyol,Jofre Carreras,Yes,5.0,Open,Spiller scorer | Jofre Carreras,
Levante vs Espanyol,Jon Ander,Yes,7.5,Open,Spiller scorer | Jon Ander,
Levante vs Espanyol,Jose Angel,Yes,13.0,Open,Spiller scorer | Jose Angel,
Levante vs Espanyol,Jose Morales,Yes,3.0,Open,Spiller scorer | Jose Morales,
Levante vs Espanyol,Jose Salinas,Yes,10.0,Open,Spiller scorer | Jose Salinas,
Levante vs Espanyol,Kareem Tunde,Yes,4.5,Open,Spiller scorer | Kareem Tunde,
Levante vs Espanyol,Kervin Fabian,Yes,8.0,Open,Spiller scorer | Kervin Fabian,
Levante vs Espanyol,Kike,Yes,2.5,Open,Spiller scorer | Kike,
Levante vs Espanyol,Leandro Cabrera,Yes,7.5,Open,Spiller scorer | Leandro Cabrera,
Levante vs Espanyol,Luca Koleosho,Yes,4.5,Open,Spiller scorer | Luca Koleosho,
Levante vs Espanyol,Manuel Sanchez,Yes,13.0,Open,Spiller scorer | Manuel Sanchez,
Levante vs Espanyol,Martin Krug,Yes,15.0,Open,Spiller scorer | Martin Krug,
Levante vs Espanyol,Matias Moreno,Yes,15.0,Open,Spiller scorer | Matias Moreno,
Levante vs Espanyol,Miguel Angel,Yes,9.5,Open,Spiller scorer | Miguel Angel,
Levante vs Espanyol,Nacho Perez,Yes,15.0,Open,Spiller scorer | Nacho Perez,
Levante vs Espanyol,Omar El,Yes,15.0,Open,Spiller scorer | Omar El,
Levante vs Espanyol,Oriol Rey,Yes,12.0,Open,Spiller scorer | Oriol Rey,
Levante vs Espanyol,Pablo Martinez,Yes,6.5,Open,Spiller scorer | Pablo Martinez,
Levante vs Espanyol,Pablo Rosón,Yes,3.6667,Open,Spiller scorer | Pablo Rosón,
Levante vs Espanyol,Pere Milla,Yes,2.5455,Open,Spiller scorer | Pere Milla,
Levante vs Espanyol,Ramon Terrats,Yes,7.0,Open,Spiller scorer | Ramon Terrats,
Levante vs Espanyol,Roberto Fernandez,Yes,2.9,Open,Spiller scorer | Roberto Fernandez,
Levante vs Espanyol,Ruben Sanchez,Yes,12.0,Open,Spiller scorer | Ruben Sanchez,
Levante vs Espanyol,Tyrhys Dolan,Yes,5.0,Open,Spiller scorer | Tyrhys Dolan,
Levante vs Espanyol,Unai Vencedor,Yes,12.0,Open,Spiller scorer | Unai Vencedor,
Levante vs Espanyol,Urko González,Yes,9.5,Open,Spiller scorer | Urko González,
Levante vs Espanyol,Adrian de,Over 0.5,6.0,Open,Spillers samlede antal assister | Adrian de,
Levante vs Espanyol,Alan Matturro,Over 0.5,9.0,Open,Spillers samlede antal assister | Alan Matturro,
Levante vs Espanyol,Antoniu Roca,Over 0.5,4.0,Open,Spillers samlede antal assister | Antoniu Roca,
Levante vs Espanyol,Brugui,Over 0.5,3.0,Open,Spillers samlede antal assister | Brugui,
Levante vs Espanyol,Carlos Alvarez,Over 0.5,3.0,Open,Spillers samlede antal assister | Carlos Alvarez,
Levante vs Espanyol,Carlos Espi,Over 0.5,3.2,Open,Spillers samlede antal assister | Carlos Espi,
Levante vs Espanyol,Carlos Romero,Over 0.5,4.0,Open,Spillers samlede antal assister | Carlos Romero,
Levante vs Espanyol,Charles Pickel,Over 0.5,5.0,Open,Spillers samlede antal assister | Charles Pickel,
Levante vs Espanyol,Clemens Riedel,Over 0.5,9.0,Open,Spillers samlede antal assister | Clemens Riedel,
Levante vs Espanyol,Daniel Cervera,Over 0.5,2.9,Open,Spillers samlede antal assister | Daniel Cervera,
Levante vs Espanyol,Diego Pampin,Over 0.5,7.0,Open,Spillers samlede antal assister | Diego Pampin,
Levante vs Espanyol,Edu Exposito,Over 0.5,3.1,Open,Spillers samlede antal assister | Edu Exposito,
Levante vs Espanyol,Fernando Calero,Over 0.5,6.5,Open,Spillers samlede antal assister | Fernando Calero,
Levante vs Espanyol,Huseini Alhassan,Over 0.5,6.5,Open,Spillers samlede antal assister | Huseini Alhassan,
Levante vs Espanyol,Iker Losada,Over 0.5,3.6667,Open,Spillers samlede antal assister | Iker Losada,
Levante vs Espanyol,Ivan Romero,Over 0.5,2.6667,Open,Spillers samlede antal assister | Ivan Romero,
Levante vs Espanyol,Javi Puado,Over 0.5,2.7143,Open,Spillers samlede antal assister | Javi Puado,
Levante vs Espanyol,Javier Hernandez,Over 0.5,4.0,Open,Spillers samlede antal assister | Javier Hernandez,
Levante vs Espanyol,Jeremy Toljan,Over 0.5,7.0,Open,Spillers samlede antal assister | Jeremy Toljan,
Levante vs Espanyol,Jofre Carreras,Over 0.5,3.3334,Open,Spillers samlede antal assister | Jofre Carreras,
Levante vs Espanyol,Jon Ander,Over 0.5,5.0,Open,Spillers samlede antal assister | Jon Ander,
Levante vs Espanyol,Jose Angel,Over 0.5,6.5,Open,Spillers samlede antal assister | Jose Angel,
Levante vs Espanyol,Jose Morales,Over 0.5,2.75,Open,Spillers samlede antal assister | Jose Morales,
Levante vs Espanyol,Jose Salinas,Over 0.5,5.0,Open,Spillers samlede antal assister | Jose Salinas,
Levante vs Espanyol,Kareem Tunde,Over 0.5,3.1,Open,Spillers samlede antal assister | Kareem Tunde,
Levante vs Espanyol,Kervin Fabian,Over 0.5,5.5,Open,Spillers samlede antal assister | Kervin Fabian,
Levante vs Espanyol,Kike,Over 0.5,2.3637,Open,Spillers samlede antal assister | Kike,
Levante vs Espanyol,Leandro Cabrera,Over 0.5,6.5,Open,Spillers samlede antal assister | Leandro Cabrera,
Levante vs Espanyol,Luca Koleosho,Over 0.5,3.1,Open,Spillers samlede antal assister | Luca Koleosho,
Levante vs Espanyol,Manuel Sanchez,Over 0.5,5.5,Open,Spillers samlede antal assister | Manuel Sanchez,
Levante vs Espanyol,Martin Krug,Over 0.5,10.0,Open,Spillers samlede antal assister | Martin Krug,
Levante vs Espanyol,Matias Moreno,Over 0.5,10.0,Open,Spillers samlede antal assister | Matias Moreno,
Levante vs Espanyol,Miguel Angel,Over 0.5,7.0,Open,Spillers samlede antal assister | Miguel Angel,
Levante vs Espanyol,Nacho Perez,Over 0.5,7.0,Open,Spillers samlede antal assister | Nacho Perez,
Levante vs Espanyol,Omar El,Over 0.5,5.5,Open,Spillers samlede antal assister | Omar El,
Levante vs Espanyol,Oriol Rey,Over 0.5,6.5,Open,Spillers samlede antal assister | Oriol Rey,
Levante vs Espanyol,Pablo Martinez,Over 0.5,4.0,Open,Spillers samlede antal assister | Pablo Martinez,
Levante vs Espanyol,Pablo Rosón,Over 0.5,2.9,Open,Spillers samlede antal assister | Pablo Rosón,
Levante vs Espanyol,Pere Milla,Over 0.5,2.3,Open,Spillers samlede antal assister | Pere Milla,
Levante vs Espanyol,Ramon Terrats,Over 0.5,4.0,Open,Spillers samlede antal assister | Ramon Terrats,
Levante vs Espanyol,Roberto Fernandez,Over 0.5,2.5455,Open,Spillers samlede antal assister | Roberto Fernandez,
Levante vs Espanyol,Ruben Sanchez,Over 0.5,5.5,Open,Spillers samlede antal assister | Ruben Sanchez,
Levante vs Espanyol,Tyrhys Dolan,Over 0.5,3.4,Open,Spillers samlede antal assister | Tyrhys Dolan,
Levante vs Espanyol,Unai Vencedor,Over 0.5,6.5,Open,Spillers samlede antal assister | Unai Vencedor,
Levante vs Espanyol,Urko González,Over 0.5,5.5,Open,Spillers samlede antal assister | Urko González,
Levante vs Espanyol,Adrian de,Over 0.5,1.5455,Open,Spillers samlede antal skud | Adrian de,
Levante vs Espanyol,Adrian de,Over 1.5,3.6,Open,Spillers samlede antal skud | Adrian de,
Levante vs Espanyol,Alan Matturro,Over 0.5,2.1429,Open,Spillers samlede antal skud | Alan Matturro,
Levante vs Espanyol,Alan Matturro,Over 1.5,6.5,Open,Spillers samlede antal skud | Alan Matturro,
Levante vs Espanyol,Antoniu Roca,Over 0.5,1.077,Open,Spillers samlede antal skud | Antoniu Roca,
Levante vs Espanyol,Antoniu Roca,Over 1.5,1.5834,Open,Spillers samlede antal skud | Antoniu Roca,
Levante vs Espanyol,Antoniu Roca,Over 2.5,2.75,Open,Spillers samlede antal skud | Antoniu Roca,
Levante vs Espanyol,Brugui,Over 1.5,1.32,Open,Spillers samlede antal skud | Brugui,
Levante vs Espanyol,Brugui,Over 2.5,2.05,Open,Spillers samlede antal skud | Brugui,
Levante vs Espanyol,Brugui,Over 3.5,3.6,Open,Spillers samlede antal skud | Brugui,
Levante vs Espanyol,Carlos Alvarez,Over 0.5,1.2,Open,Spillers samlede antal skud | Carlos Alvarez,
Levante vs Espanyol,Carlos Alvarez,Over 1.5,2.0,Open,Spillers samlede antal skud | Carlos Alvarez,
Levante vs Espanyol,Carlos Alvarez,Over 2.5,4.0,Open,Spillers samlede antal skud | Carlos Alvarez,
Levante vs Espanyol,Carlos Espi,Over 1.5,1.32,Open,Spillers samlede antal skud | Carlos Espi,
Levante vs Espanyol,Carlos Espi,Over 2.5,2.0,Open,Spillers samlede antal skud | Carlos Espi,
Levante vs Espanyol,Carlos Espi,Over 3.5,3.5,Open,Spillers samlede antal skud | Carlos Espi,
Levante vs Espanyol,Carlos Romero,Over 0.5,1.3,Open,Spillers samlede antal skud | Carlos Romero,
Levante vs Espanyol,Carlos Romero,Over 1.5,2.5,Open,Spillers samlede antal skud | Carlos Romero,
Levante vs Espanyol,Carlos Romero,Over 2.5,5.5,Open,Spillers samlede antal skud | Carlos Romero,
Levante vs Espanyol,Charles Pickel,Over 0.5,1.35,Open,Spillers samlede antal skud | Charles Pickel,
Levante vs Espanyol,Charles Pickel,Over 1.5,2.7143,Open,Spillers samlede antal skud | Charles Pickel,
Levante vs Espanyol,Charles Pickel,Over 2.5,6.0,Open,Spillers samlede antal skud | Charles Pickel,
Levante vs Espanyol,Clemens Riedel,Over 0.5,1.8182,Open,Spillers samlede antal skud | Clemens Riedel,
Levante vs Espanyol,Clemens Riedel,Over 1.5,4.75,Open,Spillers samlede antal skud | Clemens Riedel,
Levante vs Espanyol,Daniel Cervera,Over 1.5,1.35,Open,Spillers samlede antal skud | Daniel Cervera,
Levante vs Espanyol,Daniel Cervera,Over 2.5,2.05,Open,Spillers samlede antal skud | Daniel Cervera,
Levante vs Espanyol,Daniel Cervera,Over 3.5,3.6667,Open,Spillers samlede antal skud | Daniel Cervera,
Levante vs Espanyol,Diego Pampin,Over 0.5,1.4546,Open,Spillers samlede antal skud | Diego Pampin,
Levante vs Espanyol,Diego Pampin,Over 1.5,3.1,Open,Spillers samlede antal skud | Diego Pampin,
Levante vs Espanyol,Edu Exposito,Over 0.5,1.1819,Open,Spillers samlede antal skud | Edu Exposito,
Levante vs Espanyol,Edu Exposito,Over 1.5,1.95,Open,Spillers samlede antal skud | Edu Exposito,
Levante vs Espanyol,Edu Exposito,Over 2.5,4.0,Open,Spillers samlede antal skud | Edu Exposito,
Levante vs Espanyol,Fernando Calero,Over 0.5,1.75,Open,Spillers samlede antal skud | Fernando Calero,
Levante vs Espanyol,Fernando Calero,Over 1.5,4.5,Open,Spillers samlede antal skud | Fernando Calero,
Levante vs Espanyol,Huseini Alhassan,Over 0.5,1.6471,Open,Spillers samlede antal skud | Huseini Alhassan,
Levante vs Espanyol,Huseini Alhassan,Over 1.5,4.0,Open,Spillers samlede antal skud | Huseini Alhassan,
Levante vs Espanyol,Iker Losada,Over 1.5,1.4,Open,Spillers samlede antal skud | Iker Losada,
Levante vs Espanyol,Iker Losada,Over 2.5,2.25,Open,Spillers samlede antal skud | Iker Losada,
Levante vs Espanyol,Iker Losada,Over 3.5,4.0,Open,Spillers samlede antal skud | Iker Losada,
Levante vs Espanyol,Ivan Romero,Over 1.5,1.2858,Open,Spillers samlede antal skud | Ivan Romero,
Levante vs Espanyol,Ivan Romero,Over 2.5,1.95,Open,Spillers samlede antal skud | Ivan Romero,
Levante vs Espanyol,Ivan Romero,Over 3.5,3.3334,Open,Spillers samlede antal skud | Ivan Romero,
Levante vs Espanyol,Javi Puado,Over 2.5,1.32,Open,Spillers samlede antal skud | Javi Puado,
Levante vs Espanyol,Javi Puado,Over 3.5,1.875,Open,Spillers samlede antal skud | Javi Puado,
Levante vs Espanyol,Javi Puado,Over 4.5,2.9,Open,Spillers samlede antal skud | Javi Puado,
Levante vs Espanyol,Javier Hernandez,Over 0.5,1.1,Open,Spillers samlede antal skud | Javier Hernandez,
Levante vs Espanyol,Javier Hernandez,Over 1.5,1.68,Open,Spillers samlede antal skud | Javier Hernandez,
Levante vs Espanyol,Javier Hernandez,Over 2.5,3.0,Open,Spillers samlede antal skud | Javier Hernandez,
Levante vs Espanyol,Jeremy Toljan,Over 0.5,2.2,Open,Spillers samlede antal skud | Jeremy Toljan,
Levante vs Espanyol,Jeremy Toljan,Over 1.5,7.0,Open,Spillers samlede antal skud | Jeremy Toljan,
Levante vs Espanyol,Jofre Carreras,Over 1.5,1.4546,Open,Spillers samlede antal skud | Jofre Carreras,
Levante vs Espanyol,Jofre Carreras,Over 2.5,2.4,Open,Spillers samlede antal skud | Jofre Carreras,
Levante vs Espanyol,Jofre Carreras,Over 3.5,4.5,Open,Spillers samlede antal skud | Jofre Carreras,
Levante vs Espanyol,Jon Ander,Over 0.5,1.25,Open,Spillers samlede antal skud | Jon Ander,
Levante vs Espanyol,Jon Ander,Over 1.5,2.25,Open,Spillers samlede antal skud | Jon Ander,
Levante vs Espanyol,Jon Ander,Over 2.5,4.75,Open,Spillers samlede antal skud | Jon Ander,
Levante vs Espanyol,Jose Angel,Over 0.5,1.6154,Open,Spillers samlede antal skud | Jose Angel,
Levante vs Espanyol,Jose Angel,Over 1.5,4.0,Open,Spillers samlede antal skud | Jose Angel,
Levante vs Espanyol,Jose Morales,Over 1.5,1.25,Open,Spillers samlede antal skud | Jose Morales,
Levante vs Espanyol,Jose Morales,Over 2.5,1.85,Open,Spillers samlede antal skud | Jose Morales,
Levante vs Espanyol,Jose Morales,Over 3.5,3.1,Open,Spillers samlede antal skud | Jose Morales,
Levante vs Espanyol,Jose Salinas,Over 0.5,1.1819,Open,Spillers samlede antal skud | Jose Salinas,
Levante vs Espanyol,Jose Salinas,Over 1.5,2.0,Open,Spillers samlede antal skud | Jose Salinas,
Levante vs Espanyol,Jose Salinas,Over 2.5,4.0,Open,Spillers samlede antal skud | Jose Salinas,
Levante vs Espanyol,Kareem Tunde,Over 1.5,1.4167,Open,Spillers samlede antal skud | Kareem Tunde,
Levante vs Espanyol,Kareem Tunde,Over 2.5,2.3,Open,Spillers samlede antal skud | Kareem Tunde,
Levante vs Espanyol,Kareem Tunde,Over 3.5,4.25,Open,Spillers samlede antal skud | Kareem Tunde,
Levante vs Espanyol,Kervin Fabian,Over 0.5,1.6471,Open,Spillers samlede antal skud | Kervin Fabian,
Levante vs Espanyol,Kervin Fabian,Over 1.5,4.0,Open,Spillers samlede antal skud | Kervin Fabian,
Levante vs Espanyol,Kike,Over 1.5,1.1539,Open,Spillers samlede antal skud | Kike,
Levante vs Espanyol,Kike,Over 2.5,1.5455,Open,Spillers samlede antal skud | Kike,
Levante vs Espanyol,Kike,Over 3.5,2.4,Open,Spillers samlede antal skud | Kike,
Levante vs Espanyol,Leandro Cabrera,Over 0.5,1.4546,Open,Spillers samlede antal skud | Leandro Cabrera,
Levante vs Espanyol,Leandro Cabrera,Over 1.5,3.1,Open,Spillers samlede antal skud | Leandro Cabrera,
Levante vs Espanyol,Luca Koleosho,Over 0.5,1.05,Closed,Spillers samlede antal skud | Luca Koleosho,
Levante vs Espanyol,Luca Koleosho,Over 1.5,1.4546,Open,Spillers samlede antal skud | Luca Koleosho,
Levante vs Espanyol,Luca Koleosho,Over 2.5,2.4,Open,Spillers samlede antal skud | Luca Koleosho,
Levante vs Espanyol,Manuel Sanchez,Over 0.5,1.8182,Open,Spillers samlede antal skud | Manuel Sanchez,
Levante vs Espanyol,Manuel Sanchez,Over 1.5,4.75,Open,Spillers samlede antal skud | Manuel Sanchez,
Levante vs Espanyol,Martin Krug,Over 0.5,2.4546,Open,Spillers samlede antal skud | Martin Krug,
Levante vs Espanyol,Martin Krug,Over 1.5,8.5,Open,Spillers samlede antal skud | Martin Krug,
Levante vs Espanyol,Matias Moreno,Over 0.5,2.1,Open,Spillers samlede antal skud | Matias Moreno,
Levante vs Espanyol,Matias Moreno,Over 1.5,6.5,Open,Spillers samlede antal skud | Matias Moreno,
Levante vs Espanyol,Miguel Angel,Over 0.5,1.52,Open,Spillers samlede antal skud | Miguel Angel,
Levante vs Espanyol,Miguel Angel,Over 1.5,3.5,Open,Spillers samlede antal skud | Miguel Angel,
Levante vs Espanyol,Nacho Perez,Over 0.5,1.7143,Open,Spillers samlede antal skud | Nacho Perez,
Levante vs Espanyol,Nacho Perez,Over 1.5,4.25,Open,Spillers samlede antal skud | Nacho Perez,
Levante vs Espanyol,Omar El,Over 0.5,2.3637,Open,Spillers samlede antal skud | Omar El,
Levante vs Espanyol,Omar El,Over 1.5,8.0,Open,Spillers samlede antal skud | Omar El,
Levante vs Espanyol,Oriol Rey,Over 0.5,1.6154,Open,Spillers samlede antal skud | Oriol Rey,
Levante vs Espanyol,Oriol Rey,Over 1.5,4.0,Open,Spillers samlede antal skud | Oriol Rey,
Levante vs Espanyol,Pablo Martinez,Over 1.5,1.2223,Open,Spillers samlede antal skud | Pablo Martinez,
Levante vs Espanyol,Pablo Martinez,Over 2.5,1.75,Open,Spillers samlede antal skud | Pablo Martinez,
Levante vs Espanyol,Pablo Martinez,Over 3.5,2.8,Open,Spillers samlede antal skud | Pablo Martinez,
Levante vs Espanyol,Pablo Rosón,Over 1.5,1.3847,Open,Spillers samlede antal skud | Pablo Rosón,
Levante vs Espanyol,Pablo Rosón,Over 2.5,2.1429,Open,Spillers samlede antal skud | Pablo Rosón,
Levante vs Espanyol,Pablo Rosón,Over 3.5,4.0,Open,Spillers samlede antal skud | Pablo Rosón,
Levante vs Espanyol,Pere Milla,Over 2.5,1.5,Open,Spillers samlede antal skud | Pere Milla,
Levante vs Espanyol,Pere Milla,Over 3.5,2.25,Open,Spillers samlede antal skud | Pere Milla,
