event,player,selectionLabel,odds_decimal,status_selection,marketLabel,deadline
Eintracht Frankfurt vs Borussia Dortmund,Gregor Kobel,Over 2.5,1.85,Open,Målmand Redninger | Gregor Kobel,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Gregor Kobel,Over 3.5,3.15,Open,Målmand Redninger | Gregor Kobel,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Gregor Kobel,Over 4.5,5.8,Open,Målmand Redninger | Gregor Kobel,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Gregor Kobel,Over 5.5,10.75,Open,Målmand Redninger | Gregor Kobel,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Michael Zetterer,Over 1.5,1.21,Open,Målmand Redninger | Michael Zetterer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Michael Zetterer,Over 2.5,1.67,Open,Målmand Redninger | Michael Zetterer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Michael Zetterer,Over 3.5,2.67,Open,Målmand Redninger | Michael Zetterer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Michael Zetterer,Over 4.5,4.7,Open,Målmand Redninger | Michael Zetterer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Michael Zetterer,Over 5.5,8.5,Open,Målmand Redninger | Michael Zetterer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Alexander Meyer,Yes,8.0,Open,Spiller får kort | Alexander Meyer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Amil Siljevic,Yes,8.5,Open,Spiller får kort | Amil Siljevic,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ansgar Knauff,Yes,2.85,Open,Spiller får kort | Ansgar Knauff,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Arthur Theate,Yes,2.67,Open,Spiller får kort | Arthur Theate,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Aurele Amenda,Yes,3.4,Open,Spiller får kort | Aurele Amenda,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Aurelio Buta,Yes,4.1,Open,Spiller får kort | Aurelio Buta,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ayman Azhil,Yes,4.75,Open,Spiller får kort | Ayman Azhil,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Can Uzun,Yes,4.65,Open,Spiller får kort | Can Uzun,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Yes,4.6,Open,Spiller får kort | Carney Chukwuemeka,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Yes,5.5,Open,Spiller får kort | Daniel Svensson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,David Ludwig Lelle,Yes,4.35,Open,Spiller får kort | David Ludwig Lelle,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Eba Bekir Is,Yes,4.9,Open,Spiller får kort | Eba Bekir Is,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Elias Benkara,Yes,4.35,Open,Spiller får kort | Elias Benkara,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Yes,3.85,Open,Spiller får kort | Emre Can,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Felix Nmecha,Yes,4.65,Open,Spiller får kort | Felix Nmecha,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Filippo Calixte Mane,Yes,4.05,Open,Spiller får kort | Filippo Calixte Mane,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Fábio Silva,Yes,3.55,Open,Spiller får kort | Fábio Silva,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Gregor Kobel,Yes,8.0,Open,Spiller får kort | Gregor Kobel,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Yes,4.85,Open,Spiller får kort | Hugo Larsson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jean-Matteo Bahoya,Yes,5.6,Open,Spiller får kort | Jean-Matteo Bahoya,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jens Grahl,Yes,8.5,Open,Spiller får kort | Jens Grahl,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Yes,5.7,Open,Spiller får kort | Jessic Ngankam,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jonathan Burkardt,Yes,3.85,Open,Spiller får kort | Jonathan Burkardt,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jordi Paulina,Yes,5.5,Open,Spiller får kort | Jordi Paulina,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Yes,5.3,Open,Spiller får kort | Julian Brandt,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Yes,3.85,Open,Spiller får kort | Julian Ryerson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Yes,6.8,Open,Spiller får kort | Julien Duranville,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Yes,2.77,Open,Spiller får kort | Karim Adeyemi,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Kauã Santos,Yes,8.5,Open,Spiller får kort | Kauã Santos,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Yes,4.85,Open,Spiller får kort | Mahmoud Dahoud,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Marcel Sabitzer,Yes,4.65,Open,Spiller får kort | Marcel Sabitzer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Yes,5.4,Open,Spiller får kort | Mario Gotze,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mathis Albert,Yes,6.8,Open,Spiller får kort | Mathis Albert,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Yes,3.4,Open,Spiller får kort | Maximilian Beier,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Michael Zetterer,Yes,6.1,Open,Spiller får kort | Michael Zetterer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Yes,5.6,Open,Spiller får kort | Nathaniel Brown,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Yes,4.0,Open,Spiller får kort | Nico Schlotterbeck,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Niklas Jessen,Yes,4.75,Open,Spiller får kort | Niklas Jessen,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Niklas Süle,Yes,4.35,Open,Spiller får kort | Niklas Süle,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Yes,3.05,Open,Spiller får kort | Nnamdi Collins,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Noah Fenyo,Yes,4.9,Open,Spiller får kort | Noah Fenyo,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Oscar Hojlund,Yes,4.85,Open,Spiller får kort | Oscar Hojlund,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Rasmus Kristensen,Yes,4.9,Open,Spiller får kort | Rasmus Kristensen,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Yes,5.7,Open,Spiller får kort | Ritsu Doan,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Yes,4.5,Open,Spiller får kort | Robin Koch,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Rodney Elongo Yombo,Yes,6.8,Open,Spiller får kort | Rodney Elongo Yombo,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Salih Özcan,Yes,4.75,Open,Spiller får kort | Salih Özcan,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Samuele Inacio,Yes,5.5,Open,Spiller får kort | Samuele Inacio,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Serhou Guirassy,Yes,5.5,Open,Spiller får kort | Serhou Guirassy,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Silas Ostrzinski,Yes,8.0,Open,Spiller får kort | Silas Ostrzinski,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Yan Couto,Yes,2.45,Open,Spiller får kort | Yan Couto,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Yannik Luhrs,Yes,4.35,Open,Spiller får kort | Yannik Luhrs,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Younes Ebnoutalib,Yes,5.7,Open,Spiller får kort | Younes Ebnoutalib,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ansgar Knauff,Yes,5.2,Open,Spiller scorer | Ansgar Knauff,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Arthur Theate,Yes,14.5,Open,Spiller scorer | Arthur Theate,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Aurele Amenda,Yes,18.5,Open,Spiller scorer | Aurele Amenda,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Aurelio Buta,Yes,15.5,Open,Spiller scorer | Aurelio Buta,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ayman Azhil,Yes,12.5,Open,Spiller scorer | Ayman Azhil,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Can Uzun,Yes,3.3,Open,Spiller scorer | Can Uzun,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Yes,5.4,Open,Spiller scorer | Carney Chukwuemeka,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Yes,7.3,Open,Spiller scorer | Daniel Svensson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,David Ludwig Lelle,Yes,14.0,Open,Spiller scorer | David Ludwig Lelle,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Eba Bekir Is,Yes,16.0,Open,Spiller scorer | Eba Bekir Is,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Elias Benkara,Yes,14.0,Open,Spiller scorer | Elias Benkara,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Yes,4.7,Open,Spiller scorer | Emre Can,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Felix Nmecha,Yes,6.8,Open,Spiller scorer | Felix Nmecha,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Filippo Calixte Mane,Yes,14.0,Open,Spiller scorer | Filippo Calixte Mane,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Fábio Silva,Yes,2.72,Open,Spiller scorer | Fábio Silva,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Yes,6.8,Open,Spiller scorer | Hugo Larsson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ingen scorer,Yes,11.25,Open,Spiller scorer | Ingen scorer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jean-Matteo Bahoya,Yes,5.8,Open,Spiller scorer | Jean-Matteo Bahoya,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Yes,4.7,Open,Spiller scorer | Jessic Ngankam,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jonathan Burkardt,Yes,1.98,Open,Spiller scorer | Jonathan Burkardt,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jordi Paulina,Yes,3.6,Open,Spiller scorer | Jordi Paulina,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Yes,3.2,Open,Spiller scorer | Julian Brandt,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Yes,12.0,Open,Spiller scorer | Julian Ryerson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Yes,4.45,Open,Spiller scorer | Julien Duranville,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Yes,2.7,Open,Spiller scorer | Karim Adeyemi,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Yes,7.1,Open,Spiller scorer | Mahmoud Dahoud,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Marcel Sabitzer,Yes,4.7,Open,Spiller scorer | Marcel Sabitzer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Yes,5.8,Open,Spiller scorer | Mario Gotze,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mathis Albert,Yes,4.45,Open,Spiller scorer | Mathis Albert,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Yes,2.75,Open,Spiller scorer | Maximilian Beier,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Yes,15.5,Open,Spiller scorer | Nathaniel Brown,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Yes,12.0,Open,Spiller scorer | Nico Schlotterbeck,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Niklas Jessen,Yes,12.0,Open,Spiller scorer | Niklas Jessen,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Niklas Süle,Yes,14.0,Open,Spiller scorer | Niklas Süle,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Yes,18.5,Open,Spiller scorer | Nnamdi Collins,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Noah Fenyo,Yes,16.0,Open,Spiller scorer | Noah Fenyo,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Oscar Hojlund,Yes,10.0,Open,Spiller scorer | Oscar Hojlund,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Rasmus Kristensen,Yes,7.1,Open,Spiller scorer | Rasmus Kristensen,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Yes,5.0,Open,Spiller scorer | Ritsu Doan,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Yes,15.0,Open,Spiller scorer | Robin Koch,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Rodney Elongo Yombo,Yes,4.45,Open,Spiller scorer | Rodney Elongo Yombo,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Salih Özcan,Yes,12.5,Open,Spiller scorer | Salih Özcan,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Samuele Inacio,Yes,3.6,Open,Spiller scorer | Samuele Inacio,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Serhou Guirassy,Yes,2.2,Open,Spiller scorer | Serhou Guirassy,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Yan Couto,Yes,10.25,Open,Spiller scorer | Yan Couto,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Yannik Luhrs,Yes,14.0,Open,Spiller scorer | Yannik Luhrs,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Younes Ebnoutalib,Yes,4.7,Open,Spiller scorer | Younes Ebnoutalib,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ansgar Knauff,Over 0.5,5.8,Open,Spillers samlede antal assister | Ansgar Knauff,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ansgar Knauff,Over 1.5,21.0,Open,Spillers samlede antal assister | Ansgar Knauff,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Arthur Theate,Over 0.5,11.25,Open,Spillers samlede antal assister | Arthur Theate,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Aurele Amenda,Over 0.5,11.25,Open,Spillers samlede antal assister | Aurele Amenda,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Aurelio Buta,Over 0.5,7.3,Open,Spillers samlede antal assister | Aurelio Buta,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Aurelio Buta,Over 1.5,23.0,Open,Spillers samlede antal assister | Aurelio Buta,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ayman Azhil,Over 0.5,7.7,Open,Spillers samlede antal assister | Ayman Azhil,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ayman Azhil,Over 1.5,24.0,Open,Spillers samlede antal assister | Ayman Azhil,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Can Uzun,Over 0.5,5.3,Open,Spillers samlede antal assister | Can Uzun,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Can Uzun,Over 1.5,20.0,Open,Spillers samlede antal assister | Can Uzun,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Over 0.5,6.6,Open,Spillers samlede antal assister | Carney Chukwuemeka,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Carney Chukwuemeka,Over 1.5,23.0,Open,Spillers samlede antal assister | Carney Chukwuemeka,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Over 0.5,6.4,Open,Spillers samlede antal assister | Daniel Svensson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Daniel Svensson,Over 1.5,22.0,Open,Spillers samlede antal assister | Daniel Svensson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,David Ludwig Lelle,Over 0.5,10.75,Open,Spillers samlede antal assister | David Ludwig Lelle,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Eba Bekir Is,Over 0.5,8.75,Open,Spillers samlede antal assister | Eba Bekir Is,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Eba Bekir Is,Over 1.5,24.0,Open,Spillers samlede antal assister | Eba Bekir Is,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Elias Benkara,Over 0.5,10.75,Open,Spillers samlede antal assister | Elias Benkara,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Over 0.5,7.7,Open,Spillers samlede antal assister | Emre Can,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Emre Can,Over 1.5,24.0,Open,Spillers samlede antal assister | Emre Can,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Felix Nmecha,Over 0.5,6.6,Open,Spillers samlede antal assister | Felix Nmecha,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Felix Nmecha,Over 1.5,23.0,Open,Spillers samlede antal assister | Felix Nmecha,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Filippo Calixte Mane,Over 0.5,10.75,Open,Spillers samlede antal assister | Filippo Calixte Mane,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Fábio Silva,Over 0.5,2.62,Open,Spillers samlede antal assister | Fábio Silva,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Fábio Silva,Over 1.5,9.75,Open,Spillers samlede antal assister | Fábio Silva,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Over 0.5,7.7,Open,Spillers samlede antal assister | Hugo Larsson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Over 1.5,24.0,Open,Spillers samlede antal assister | Hugo Larsson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jean-Matteo Bahoya,Over 0.5,5.7,Open,Spillers samlede antal assister | Jean-Matteo Bahoya,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jean-Matteo Bahoya,Over 1.5,21.0,Open,Spillers samlede antal assister | Jean-Matteo Bahoya,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Over 0.5,6.7,Open,Spillers samlede antal assister | Jessic Ngankam,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Over 1.5,23.0,Open,Spillers samlede antal assister | Jessic Ngankam,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jonathan Burkardt,Over 0.5,6.7,Open,Spillers samlede antal assister | Jonathan Burkardt,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jonathan Burkardt,Over 1.5,23.0,Open,Spillers samlede antal assister | Jonathan Burkardt,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jordi Paulina,Over 0.5,5.7,Open,Spillers samlede antal assister | Jordi Paulina,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jordi Paulina,Over 1.5,21.0,Open,Spillers samlede antal assister | Jordi Paulina,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Over 0.5,4.0,Open,Spillers samlede antal assister | Julian Brandt,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Over 1.5,16.5,Open,Spillers samlede antal assister | Julian Brandt,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Over 0.5,6.3,Open,Spillers samlede antal assister | Julian Ryerson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Over 1.5,22.0,Open,Spillers samlede antal assister | Julian Ryerson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Over 0.5,4.8,Open,Spillers samlede antal assister | Julien Duranville,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Over 1.5,19.0,Open,Spillers samlede antal assister | Julien Duranville,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Over 0.5,4.8,Open,Spillers samlede antal assister | Karim Adeyemi,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Over 1.5,19.0,Open,Spillers samlede antal assister | Karim Adeyemi,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Over 0.5,7.7,Open,Spillers samlede antal assister | Mahmoud Dahoud,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Over 1.5,24.0,Open,Spillers samlede antal assister | Mahmoud Dahoud,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Marcel Sabitzer,Over 0.5,6.5,Open,Spillers samlede antal assister | Marcel Sabitzer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Marcel Sabitzer,Over 1.5,23.0,Open,Spillers samlede antal assister | Marcel Sabitzer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Over 0.5,6.2,Open,Spillers samlede antal assister | Mario Gotze,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Over 1.5,22.0,Open,Spillers samlede antal assister | Mario Gotze,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mathis Albert,Over 0.5,4.8,Open,Spillers samlede antal assister | Mathis Albert,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mathis Albert,Over 1.5,19.0,Open,Spillers samlede antal assister | Mathis Albert,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Over 0.5,4.5,Open,Spillers samlede antal assister | Maximilian Beier,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Over 1.5,18.5,Open,Spillers samlede antal assister | Maximilian Beier,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Over 0.5,3.9,Open,Spillers samlede antal assister | Nathaniel Brown,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Over 1.5,16.0,Open,Spillers samlede antal assister | Nathaniel Brown,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Over 0.5,6.4,Open,Spillers samlede antal assister | Nico Schlotterbeck,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Over 1.5,22.0,Open,Spillers samlede antal assister | Nico Schlotterbeck,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Niklas Jessen,Over 0.5,6.3,Open,Spillers samlede antal assister | Niklas Jessen,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Niklas Jessen,Over 1.5,22.0,Open,Spillers samlede antal assister | Niklas Jessen,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Niklas Süle,Over 0.5,10.0,Open,Spillers samlede antal assister | Niklas Süle,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Over 0.5,7.9,Open,Spillers samlede antal assister | Nnamdi Collins,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Over 1.5,24.0,Open,Spillers samlede antal assister | Nnamdi Collins,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Noah Fenyo,Over 0.5,8.75,Open,Spillers samlede antal assister | Noah Fenyo,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Noah Fenyo,Over 1.5,24.0,Open,Spillers samlede antal assister | Noah Fenyo,2026-01-09T19:30:00+00:00
