event,player,selectionLabel,odds_decimal,status_selection,marketLabel,deadline
Eintracht Frankfurt vs Borussia Dortmund,Fabio Silva,Over 1.5,5.5,Open,Spillers samlede antal tacklinger | Fabio Silva,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Fabio Silva,Over 2.5,15.0,Open,Spillers samlede antal tacklinger | Fabio Silva,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Felix Nmecha,Over 0.5,1.1,Open,Spillers samlede antal tacklinger | Felix Nmecha,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Felix Nmecha,Over 1.5,1.57,Open,Spillers samlede antal tacklinger | Felix Nmecha,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Felix Nmecha,Over 2.5,2.88,Open,Spillers samlede antal tacklinger | Felix Nmecha,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Filippo Mane,Over 0.5,1.12,Open,Spillers samlede antal tacklinger | Filippo Mane,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Filippo Mane,Over 1.5,1.67,Open,Spillers samlede antal tacklinger | Filippo Mane,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Filippo Mane,Over 2.5,3.2,Open,Spillers samlede antal tacklinger | Filippo Mane,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Over 0.5,1.08,Open,Spillers samlede antal tacklinger | Hugo Larsson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Over 1.5,1.4,Open,Spillers samlede antal tacklinger | Hugo Larsson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Hugo Larsson,Over 2.5,2.4,Open,Spillers samlede antal tacklinger | Hugo Larsson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jean Matteo Bahoya,Over 0.5,1.11,Open,Spillers samlede antal tacklinger | Jean Matteo Bahoya,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jean Matteo Bahoya,Over 1.5,1.62,Open,Spillers samlede antal tacklinger | Jean Matteo Bahoya,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jean Matteo Bahoya,Over 2.5,3.1,Open,Spillers samlede antal tacklinger | Jean Matteo Bahoya,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Over 0.5,1.14,Open,Spillers samlede antal tacklinger | Jessic Ngankam,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Over 1.5,1.73,Open,Spillers samlede antal tacklinger | Jessic Ngankam,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Jessic Ngankam,Over 2.5,3.4,Open,Spillers samlede antal tacklinger | Jessic Ngankam,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Over 0.5,1.33,Open,Spillers samlede antal tacklinger | Julian Brandt,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Over 1.5,2.75,Open,Spillers samlede antal tacklinger | Julian Brandt,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Brandt,Over 2.5,6.5,Open,Spillers samlede antal tacklinger | Julian Brandt,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Over 0.5,1.11,Open,Spillers samlede antal tacklinger | Julian Ryerson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Over 1.5,1.6,Open,Spillers samlede antal tacklinger | Julian Ryerson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julian Ryerson,Over 2.5,3.0,Open,Spillers samlede antal tacklinger | Julian Ryerson,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Over 0.5,1.33,Open,Spillers samlede antal tacklinger | Julien Duranville,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Over 1.5,2.75,Open,Spillers samlede antal tacklinger | Julien Duranville,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Julien Duranville,Over 2.5,6.5,Open,Spillers samlede antal tacklinger | Julien Duranville,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Over 0.5,1.08,Open,Spillers samlede antal tacklinger | Karim Adeyemi,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Over 1.5,1.44,Open,Spillers samlede antal tacklinger | Karim Adeyemi,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Karim Adeyemi,Over 2.5,2.4,Open,Spillers samlede antal tacklinger | Karim Adeyemi,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Over 0.5,1.06,Open,Spillers samlede antal tacklinger | Mahmoud Dahoud,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Over 1.5,1.33,Open,Spillers samlede antal tacklinger | Mahmoud Dahoud,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mahmoud Dahoud,Over 2.5,2.1,Open,Spillers samlede antal tacklinger | Mahmoud Dahoud,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Marcel Sabitzer,Over 0.5,1.12,Open,Spillers samlede antal tacklinger | Marcel Sabitzer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Marcel Sabitzer,Over 1.5,1.62,Open,Spillers samlede antal tacklinger | Marcel Sabitzer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Marcel Sabitzer,Over 2.5,3.1,Open,Spillers samlede antal tacklinger | Marcel Sabitzer,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Over 0.5,1.15,Open,Spillers samlede antal tacklinger | Mario Gotze,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Over 1.5,1.83,Open,Spillers samlede antal tacklinger | Mario Gotze,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Mario Gotze,Over 2.5,3.75,Open,Spillers samlede antal tacklinger | Mario Gotze,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Over 0.5,1.22,Open,Spillers samlede antal tacklinger | Maximilian Beier,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Over 1.5,2.2,Open,Spillers samlede antal tacklinger | Maximilian Beier,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Maximilian Beier,Over 2.5,5.0,Open,Spillers samlede antal tacklinger | Maximilian Beier,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Over 0.5,1.03,Open,Spillers samlede antal tacklinger | Nathaniel Brown,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Over 1.5,1.18,Open,Spillers samlede antal tacklinger | Nathaniel Brown,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nathaniel Brown,Over 2.5,1.62,Open,Spillers samlede antal tacklinger | Nathaniel Brown,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Over 0.5,1.11,Open,Spillers samlede antal tacklinger | Nico Schlotterbeck,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Over 1.5,1.57,Open,Spillers samlede antal tacklinger | Nico Schlotterbeck,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nico Schlotterbeck,Over 2.5,2.88,Open,Spillers samlede antal tacklinger | Nico Schlotterbeck,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Niklas Sule,Over 0.5,1.15,Open,Spillers samlede antal tacklinger | Niklas Sule,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Niklas Sule,Over 1.5,1.8,Open,Spillers samlede antal tacklinger | Niklas Sule,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Niklas Sule,Over 2.5,3.75,Open,Spillers samlede antal tacklinger | Niklas Sule,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Over 0.5,1.04,Open,Spillers samlede antal tacklinger | Nnamdi Collins,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Over 1.5,1.22,Open,Spillers samlede antal tacklinger | Nnamdi Collins,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Nnamdi Collins,Over 2.5,1.8,Open,Spillers samlede antal tacklinger | Nnamdi Collins,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Oscar Hojlund,Over 0.5,1.04,Open,Spillers samlede antal tacklinger | Oscar Hojlund,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Oscar Hojlund,Over 1.5,1.22,Open,Spillers samlede antal tacklinger | Oscar Hojlund,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Oscar Hojlund,Over 2.5,1.73,Open,Spillers samlede antal tacklinger | Oscar Hojlund,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Rasmus Kristensen,Over 0.5,1.03,Open,Spillers samlede antal tacklinger | Rasmus Kristensen,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Rasmus Kristensen,Over 1.5,1.17,Open,Spillers samlede antal tacklinger | Rasmus Kristensen,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Rasmus Kristensen,Over 2.5,1.57,Open,Spillers samlede antal tacklinger | Rasmus Kristensen,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Over 0.5,1.1,Open,Spillers samlede antal tacklinger | Ritsu Doan,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Over 1.5,1.53,Open,Spillers samlede antal tacklinger | Ritsu Doan,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Ritsu Doan,Over 2.5,2.7,Open,Spillers samlede antal tacklinger | Ritsu Doan,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Over 0.5,1.07,Open,Spillers samlede antal tacklinger | Robin Koch,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Over 1.5,1.4,Open,Spillers samlede antal tacklinger | Robin Koch,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Robin Koch,Over 2.5,2.3,Open,Spillers samlede antal tacklinger | Robin Koch,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Salih Ozcan,Over 0.5,1.1,Open,Spillers samlede antal tacklinger | Salih Ozcan,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Salih Ozcan,Over 1.5,1.53,Open,Spillers samlede antal tacklinger | Salih Ozcan,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Salih Ozcan,Over 2.5,2.8,Open,Spillers samlede antal tacklinger | Salih Ozcan,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Serhou Guirassy,Over 0.5,2.7,Open,Spillers samlede antal tacklinger | Serhou Guirassy,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Serhou Guirassy,Over 1.5,9.0,Open,Spillers samlede antal tacklinger | Serhou Guirassy,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Timothy Chandler,Over 0.5,1.11,Open,Spillers samlede antal tacklinger | Timothy Chandler,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Timothy Chandler,Over 1.5,1.6,Open,Spillers samlede antal tacklinger | Timothy Chandler,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Timothy Chandler,Over 2.5,3.0,Open,Spillers samlede antal tacklinger | Timothy Chandler,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Waldemar Anton,Over 0.5,1.11,Open,Spillers samlede antal tacklinger | Waldemar Anton,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Waldemar Anton,Over 1.5,1.62,Open,Spillers samlede antal tacklinger | Waldemar Anton,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Waldemar Anton,Over 2.5,3.1,Open,Spillers samlede antal tacklinger | Waldemar Anton,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Yan Couto,Over 0.5,1.08,Open,Spillers samlede antal tacklinger | Yan Couto,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Yan Couto,Over 1.5,1.44,Open,Spillers samlede antal tacklinger | Yan Couto,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Yan Couto,Over 2.5,2.5,Open,Spillers samlede antal tacklinger | Yan Couto,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Younes Ebnoutalib,Over 0.5,1.53,Open,Spillers samlede antal tacklinger | Younes Ebnoutalib,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Younes Ebnoutalib,Over 1.5,3.75,Open,Spillers samlede antal tacklinger | Younes Ebnoutalib,2026-01-09T19:30:00+00:00
Eintracht Frankfurt vs Borussia Dortmund,Younes Ebnoutalib,Over 2.5,9.0,Open,Spillers samlede antal tacklinger | Younes Ebnoutalib,2026-01-09T19:30:00+00:00
